,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,-0.011744618,-0.011183721,0.0056897714,0.009480027,-0.64040345,0.042757295,1.7181923,2.3256903,0.22624399,-0.3210629,0.15421708,1.3652772,-0.24172166,0.098392084,0.666414,0.7328775,-0.30584332,0.16598323,1.544824,1.629679,-0.35646898,0.2903263,0.74908787,-0.09200761,-0.50725526,0.055854715,1.082219,1.9166373,-0.5334913,-0.08734447,0.9365357,1.927044,-0.06944705,-0.03561718,0.5218702,0.94616026,0.18517327,0.059397414,2.0089164,1.113622,0.14970498,-0.14223494,1.2118684,1.138751,0.3369622,-0.1367,0.63104206,2.727518,0.095815144,-0.2136757,0.74249375,0.5440111,-0.08412419,-0.14305666,1.6398706,1.6339345,-0.065006554,0.1858669,1.0149523,1.5022032,-0.066399686,0.06564219,1.4859252,-0.63380426,-0.533995,0.05009142,1.384291,-0.22450778,0.24438053,0.06371559,0.7351591,1.5890907,-0.07512332,-0.0318832,1.2542524,2.579067,-0.42917052,0.084247425,0.9523528,2.4040256,-0.6271825,0.031414874,0.48404106,0.59399694
1,-0.012463439,-0.0086019365,0.0047205817,0.009126616,-0.6125726,0.042651065,1.6502289,2.2711866,0.25488672,-0.30769297,0.09608942,1.2960417,-0.16998324,0.11243625,0.5887523,0.6871134,-0.29985952,0.16415116,1.4590229,1.560848,-0.33446753,0.2989691,0.67817694,-0.12764111,-0.5059746,0.060026523,1.0365074,1.857497,-0.5097241,-0.07806957,0.8716932,1.8735389,-0.025484443,-0.024555048,0.42294857,0.87829113,0.20129266,0.06983766,1.911241,1.093901,0.19929832,-0.116430506,1.1313064,1.072053,0.38482958,-0.1488376,0.5388656,2.6117005,0.14921793,-0.18606283,0.6501149,0.49399668,-0.02016664,-0.12224777,1.5483865,1.5410181,-0.016307427,0.17904142,0.92947364,1.4297973,0.02618244,0.1001682,1.4006269,-0.6310751,-0.47613376,0.063752696,1.3181435,-0.2430501,0.2989953,0.08233902,0.6528037,1.498226,-0.011606652,-0.020659104,1.1942087,2.5048578,-0.42553315,0.09253781,0.9191477,2.3262277,-0.63372487,0.034731537,0.39766014,0.5537446
2,-0.011024967,-0.009081044,0.006121142,0.010074739,-0.53037095,0.054737397,1.7016773,2.3646958,0.33610693,-0.31299335,0.10826363,1.3790948,-0.11583861,0.10823002,0.6316659,0.78002393,-0.2023075,0.17609979,1.5025176,1.664553,-0.26217508,0.29360455,0.69981635,-0.0588759,-0.42342135,0.07138292,1.063046,1.9411045,-0.4291684,-0.07555768,0.8866058,1.9595038,0.054520823,-0.01937434,0.46575746,0.9763999,0.30844375,0.05728618,1.980405,1.1703694,0.27462417,-0.1317313,1.1803567,1.160963,0.4342671,-0.11395361,0.58898485,2.736345,0.23290326,-0.19891207,0.6869229,0.5925926,0.05854482,-0.12833555,1.6116138,1.6614479,0.051336467,0.20101404,0.9845344,1.5235285,0.017239902,0.05529035,1.4457862,-0.63341236,-0.43048084,0.056469552,1.3373984,-0.21287012,0.3518794,0.07657856,0.7012253,1.6044878,0.0397341,-0.014080472,1.2078265,2.6170495,-0.33283508,0.096132435,0.939824,2.4386253,-0.5660676,0.041938443,0.420939,0.6107164
3,-0.013840523,-0.0052111777,0.0041491305,0.0056854403,-0.68776304,-0.021230169,1.6067502,2.210335,0.14041804,-0.3333696,0.065652855,1.2363102,-0.22922303,0.080216534,0.55419505,0.6945007,-0.41764104,0.10614398,1.3737803,1.4936776,-0.41639638,0.24481069,0.64161515,-0.111114606,-0.6177734,0.010808226,1.0091754,1.8173962,-0.62927717,-0.13314684,0.88455343,1.8232356,-0.08463963,-0.059849117,0.37613168,0.8822233,0.06473825,0.015210684,1.8740208,1.0696812,0.14160398,-0.16031913,1.0604048,1.050409,0.32164356,-0.20256582,0.51238793,2.5110726,0.106422886,-0.22601755,0.5978811,0.42994022,-0.102862254,-0.1742762,1.4921931,1.5063479,-0.12720153,0.13798976,0.9123572,1.380077,0.0024078088,0.12789871,1.3918028,-0.62836856,-0.56821585,0.031384967,1.2768742,-0.20846608,0.26260895,0.044937838,0.5831992,1.4650745,-0.087824896,-0.06399505,1.1932533,2.4380643,-0.53842735,0.03776883,0.87280095,2.2581654,-0.69375527,-0.011258357,0.35663489,0.55484885
4,-0.015488112,-0.00313504,0.0023443438,0.0044835247,-0.6858305,-0.025138274,1.5327072,2.1339886,0.12916301,-0.3210057,0.020287659,1.1708925,-0.20353165,0.078807384,0.4837041,0.6416712,-0.44824606,0.09522822,1.2745161,1.4089279,-0.43282568,0.23939669,0.5804434,-0.1308722,-0.6317862,-0.0021934304,0.96169835,1.7363449,-0.6283223,-0.13975456,0.8436403,1.7657233,-0.09511473,-0.06860521,0.30137172,0.81452954,0.042728473,0.008649103,1.7699118,1.0432038,0.13052717,-0.15155506,0.9768564,0.9929263,0.32935283,-0.2066237,0.43894756,2.3675976,0.103738755,-0.21963747,0.5404002,0.37651438,-0.090161204,-0.17007637,1.3979695,1.4113113,-0.12633815,0.11770895,0.8275064,1.3085495,0.047045942,0.15332095,1.3046842,-0.60124224,-0.5538967,0.03611612,1.2158573,-0.20641549,0.27287072,0.05051969,0.51705104,1.3784233,-0.06765585,-0.06697233,1.1345124,2.319343,-0.55536616,0.034603186,0.8244897,2.1580114,-0.7183944,-0.015549754,0.29267976,0.52932686
5,-0.012047075,-0.015575703,0.0069312407,0.009342379,-0.46245033,0.21282664,1.6663351,2.55652,0.058368303,-0.2226526,0.27513674,1.5938028,-0.33021858,0.14192717,0.7752098,1.1248381,-0.1535603,0.30915105,1.6156757,1.9893205,-0.23373814,0.33448157,0.81406015,0.3354593,-0.26558608,0.17926519,1.0098094,2.1903503,-0.38175654,0.02288356,0.83902144,2.211928,-0.13659605,0.07083796,0.7353266,1.3848826,0.21330194,0.08272407,2.017807,1.3614924,0.10605933,-0.09855925,1.2696172,1.4808977,0.3287113,0.10093492,0.8776882,3.1041818,-0.01770601,-0.14492302,0.83424306,0.93683535,-0.2748319,-0.08840577,1.6892853,2.0034199,-0.10179211,0.29400936,1.0993985,1.7888683,-0.22408628,-0.056640062,1.4303578,-0.41424432,-0.5732473,0.07456252,1.4211005,0.13921037,0.08154395,0.17002411,0.8385904,1.9581792,-0.18817955,0.09511739,1.1486896,2.7959194,-0.17367607,0.17645465,0.74649066,2.6535585,-0.5393081,0.12513873,0.70921946,1.0232251
6,-0.012666531,-0.00900649,0.005887112,0.009140475,-0.74663323,0.010474339,1.77399,2.37528,0.101036526,-0.37036616,0.20295061,1.4222207,-0.38616374,0.041245956,0.7458185,0.83545876,-0.4048193,0.13102676,1.6068635,1.7157608,-0.47035712,0.23685563,0.8138896,-0.01768545,-0.5729829,0.021043323,1.1160705,1.9829899,-0.6252906,-0.15081392,1.0159218,2.0152378,-0.19845185,-0.07393629,0.6215892,1.0601007,0.06553192,0.008920785,2.0740993,1.142668,0.019554742,-0.21003099,1.2634817,1.2144921,0.23271187,-0.13647862,0.7116826,2.8144934,-0.018677443,-0.27709222,0.81375664,0.6128776,-0.25763988,-0.20816843,1.7077701,1.7150158,-0.20925862,0.14748259,1.1137851,1.5922397,-0.214856,0.0028294693,1.5716574,-0.6315284,-0.68525875,0.0059117987,1.4413973,-0.17853732,0.13345598,0.009651834,0.79148924,1.7053214,-0.20939793,-0.07581401,1.2986782,2.6343606,-0.52161884,0.026298394,0.968585,2.4915524,-0.65473133,0.007441661,0.5323013,0.6694203
7,-0.01062697,-0.023798648,-0.002015056,-0.00409123,-0.29604423,0.28849328,1.6040367,2.32853,-0.15514064,-0.16401233,0.46534204,1.4361708,-0.41779438,0.21767071,0.9931567,1.2016661,-0.12082301,0.41004425,1.6765279,1.8606884,-0.26728594,0.3245408,0.9542702,0.54687,-0.088194974,0.29958645,1.1020585,2.0343812,-0.45297664,0.17740399,0.98270833,2.0021029,-0.31940973,0.09330067,1.1321467,1.3033141,0.22538011,0.0545521,1.9361567,1.3457668,-0.006520495,-0.057032354,1.4382828,1.5927242,0.2850424,0.10135829,1.1073059,2.9795609,-0.1499258,-0.08374966,1.1166106,0.9606409,-0.37431428,0.015291624,1.7076406,1.8454995,-0.14318785,0.28509602,1.1396466,1.6931313,-0.33874756,0.017287474,1.5800192,-0.24863048,-0.64030135,0.045321707,1.4888626,0.4524895,-0.18405378,0.22267629,1.0473423,1.9209976,-0.22684938,0.20122458,1.3270265,2.5863197,-0.101721674,0.19686057,0.7654814,2.3817182,-0.395181,0.15337454,1.1808293,1.3194894
8,-0.010660494,-0.011324282,0.0073235235,0.016018042,-0.5924503,0.2845387,1.7563494,2.4670286,0.22580947,-0.12146604,0.27128762,1.5453167,-0.26912412,0.26625255,0.7988793,0.89934814,-0.20125574,0.37631023,1.6743463,1.8735669,-0.29929495,0.45964977,0.7986397,0.10827972,-0.41269267,0.25236806,1.1239862,2.0783336,-0.44216833,0.108088076,0.9726197,2.0960946,-0.0372188,0.13953143,0.6720564,1.2029066,0.24398659,0.18480192,2.076455,1.2237706,0.12899862,0.02854932,1.338312,1.3503625,0.28094617,0.08008292,0.7683975,3.0052633,0.04242919,-0.022499437,0.86671597,0.8354354,-0.103940606,0.03791787,1.7596469,1.8691803,-0.027474852,0.38746414,1.1156905,1.6897908,-0.18422732,0.101291396,1.575902,-0.4524306,-0.5136581,0.19615051,1.4934441,-0.021581464,0.2027013,0.24568583,0.88189507,1.845892,-0.12420243,0.17503288,1.2478436,2.750508,-0.30443683,0.28710422,0.9700801,2.5893931,-0.6094107,0.21129139,0.54075295,0.7869372
9,-0.011187743,-0.013457397,-0.0011791335,0.013795512,-0.8453961,0.2498807,1.7288985,2.5312176,-0.178779,-0.12975195,0.28108943,1.6027701,-0.607956,0.25653,0.7591439,1.0042858,-0.5493418,0.33961576,1.6655551,2.00438,-0.5771841,0.40336436,0.82675016,0.240043,-0.6557468,0.21684703,1.0865473,2.1938443,-0.7567083,0.089871846,0.9982169,2.1910796,-0.41723096,0.11465063,0.66747344,1.3116435,-0.14604166,0.1614211,2.0069222,1.2107368,-0.2159667,-0.008969469,1.2651418,1.3663666,0.010994335,0.080137655,0.83480984,3.0864034,-0.32449198,-0.06378112,0.83180135,0.8498203,-0.53758687,0.021839492,1.6854193,1.8716574,-0.4139051,0.36677256,1.1283349,1.7931044,-0.39068067,0.14574847,1.4445114,-0.53945774,-0.82954645,0.15225077,1.4492153,0.11153944,-0.14402762,0.23576005,0.81815714,1.9230998,-0.4753874,0.14929976,1.2284089,2.7796566,-0.58535725,0.21565276,0.85695225,2.6401882,-0.809502,0.15443654,0.6186052,0.9529
