,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0.0,0.29830834,0.5058518,0.49517927,0.08795057,0.0,0.0,0.031804223,0.38347766,0.60619664,0.6536138,0.6185806,0.50167334,0.5136774,0.4932034,0.33764103,0.3560553,0.42130604,0.5832546,0.8310034,0.9709103,0.82599616,0.78241634,0.693673,0.5158058,0.34107822,0.37611642,0.35679895,0.4156943,0.39831877,0.43862817,0.38228276,0.4374122,0.4899759,0.5661227,0.68362856,0.96487373,1.0008821,0.81269145,0.72965884,0.581739,0.53925675,0.4656743,0.50822425,0.5136443,0.44902572,0.43623063,0.45013624,0.56956524,0.69407713,0.6177079,0.43617848,0.25263453,0.265758,0.25827712,0.071649894
1,0.00017400458,0.86741054,1.3575952,1.7699132,1.43629,0.8129643,0.43072456,0.35789013,0.51408595,0.99770606,1.2801623,1.2494012,1.1318185,1.1035105,1.0695875,1.0282297,1.1414874,1.2213562,1.3327473,1.7460725,1.6449794,1.4391174,1.4421896,1.2453994,1.1212633,0.8680223,0.9020985,0.9503128,1.0398021,1.0866345,1.1311786,1.079758,1.103077,1.2289301,1.3433223,1.547102,1.7871718,1.9021502,1.6795669,1.710985,1.5219827,1.1141449,1.0381469,0.8748566,0.79273367,0.9437863,0.9431013,0.93537647,0.9728007,0.9183234,0.7963624,1.013054,0.9469149,0.69009227,0.6413437,0.4618682
2,0.0,0.567585,1.0370703,1.5170507,1.7222943,1.9150083,1.1008172,0.31927064,0.0,0.43664667,0.65507877,0.7040041,0.62137955,0.57835954,0.5496324,0.5931084,0.8492992,1.0490649,1.3002263,1.6231914,1.6172816,1.2866663,1.0325086,0.64446044,0.6986831,0.3833946,0.32280758,0.26523626,0.23246717,0.28975517,0.2932678,0.27935457,0.2805068,0.4708345,0.6925838,0.69177383,0.98746836,1.3520132,1.2836944,1.2061013,0.9255,0.7896207,0.7318071,0.6009176,0.5578821,0.71125746,0.7146448,0.7561223,0.7781997,0.64426595,0.35877624,0.554314,0.72879493,0.5484965,0.38494292,0.29645714
3,0.0,0.6244904,1.0386884,1.4751719,1.788684,2.0931883,1.1393628,1.4372492,1.1608795,0.98700196,1.0187258,0.9971054,0.8811431,0.8093907,0.7937003,0.74691236,0.9132986,1.0321214,1.3202679,1.4730997,1.2023863,0.8416816,0.569313,0.42470175,0.7725796,0.551938,0.47304493,0.45079458,0.3354384,0.28782722,0.34557545,0.41353843,0.3370405,0.47356126,0.6643522,0.717841,0.70483136,1.016198,1.201182,1.4005222,1.4025328,1.3285846,1.1519939,1.143377,1.0227119,1.0586834,0.967201,0.9839822,0.92015254,0.7390773,0.3056034,0.36324242,0.5593914,0.7164886,0.8072983,0.7286232
4,0.108572096,0.76657146,1.3144671,1.6186224,1.8581042,1.5543094,0.6038633,1.1965394,1.5184261,1.124111,0.9939465,0.85004514,0.80387855,0.75071764,0.8526903,0.8925376,1.1131289,1.1776347,1.2017112,1.2232344,0.89218926,0.44284007,0.21071619,0.17595275,0.61111885,0.6317949,0.6399557,0.66032696,0.60818905,0.49020123,0.5309498,0.51507676,0.2904408,0.32065168,0.61595035,1.0051486,1.0686269,0.86846966,0.694535,0.9152421,1.0890197,1.1138142,0.9641741,0.97681975,0.7670364,0.8444385,0.7633048,0.85634404,0.9147047,0.90376544,0.68499607,0.6810284,1.0582324,1.0593134,0.8810323,0.7348657
5,0.17734867,0.99743557,1.3014776,1.4025702,1.463848,1.5432684,0.6738086,1.3997118,1.4590428,1.2387376,0.9654476,0.7994902,0.77926797,0.8624582,0.8309422,0.7832248,0.99294436,1.1254308,1.1439972,0.9767684,0.49617293,0.26465607,0.10911,0.05809458,0.44337606,0.5122709,0.5011782,0.51030314,0.54141206,0.5242437,0.68639463,0.68105066,0.30363232,0.0,0.25153857,0.90286916,1.0130619,0.76612073,0.58345985,0.9412842,1.2507265,1.3458593,1.1758784,1.1425385,0.9956175,1.0632595,0.9014315,0.91310084,0.8280622,0.7958954,0.6952324,0.82632303,0.95517164,0.68310845,0.36743334,0.39293265
6,0.8996598,1.7731255,1.9893466,2.1409688,1.8136936,1.6329007,0.63869053,0.83099747,0.85622,1.010632,0.97370785,0.8442969,0.8071746,0.83246714,0.92629313,0.81471956,0.8685693,0.8770386,0.835293,0.6975131,0.40883747,0.11764893,0.15108407,0.31699085,0.75351894,0.8460063,0.82545525,0.711741,0.7013318,0.8384014,1.094715,1.1312373,0.8502972,0.44980034,0.8053103,1.2574239,1.068127,0.8713551,0.7027657,0.8342589,0.98474556,1.1074325,1.07951,1.0019995,0.8115538,0.7212385,0.44993538,0.4383509,0.19188558,0.26054528,0.6668941,1.1201762,1.181393,0.4649093,0.33973774,0.46361002
7,1.4265363,2.137474,2.547532,2.4384298,2.218493,1.9134403,0.60061216,0.8977264,1.1444347,1.4573681,1.7433205,1.6244093,1.3418381,1.2599989,1.2437761,0.97977465,0.9930819,0.95008403,0.82777834,0.6816425,0.6776336,0.47743964,0.53824294,1.054006,1.6859561,1.9447867,1.8814583,1.6646136,1.3544368,1.0854313,0.83952194,0.5587139,0.449883,0.39198777,0.75213856,1.1641312,1.2715962,1.2977036,1.4109913,1.4173745,1.3364127,1.2145576,1.097738,1.1245189,0.71064144,0.6474397,0.45821595,0.28065124,0.09062274,0.17523344,0.4167734,0.9856827,1.0328802,0.5004795,0.36407614,0.34785506
8,0.8444259,1.4697556,1.7807082,1.3949764,1.5939535,1.5381668,0.34658793,0.58845097,0.72221416,1.2450409,1.5761245,1.5150663,1.325427,1.2869581,1.1911938,0.81506556,0.69445276,0.68149763,0.5691964,0.5336476,0.66019773,0.65692234,0.82216436,1.2220784,1.5992562,1.9904473,2.049094,1.830658,1.6683922,1.5900927,1.5454268,1.4536037,1.3046851,1.1559281,1.167116,1.2336957,1.1405191,0.97958,1.0018333,1.1464806,1.3309064,1.2098465,0.9908487,0.8248121,0.37616995,0.45912573,0.14512797,0.15611099,0.24074623,0.7292937,0.7507121,1.1792293,0.95177454,0.46865335,0.33046225,0.25418124
9,0.29276216,0.8851932,1.3971124,1.0558648,1.1902177,1.3353381,0.72899437,1.0784736,1.2379438,1.5427997,1.7570944,1.511302,1.2354504,1.0039326,1.11553,0.70949054,0.52820516,0.59728223,0.4487154,0.54397434,0.5576208,0.9101987,1.0110602,1.1254045,1.1404132,1.2152473,0.7407308,0.23139064,0.0,0.0,0.07953668,0.3653104,0.46922407,0.835442,1.2939395,1.4145331,1.2649975,0.7370698,0.5367556,0.64332914,0.7279754,0.6112511,0.6771394,0.27126774,0.0,0.01988602,0.0,0.2898178,0.27878332,0.3592663,0.63884455,1.0507724,0.6446346,0.5847381,0.41418937,0.45600435
