,0,1,2,3
0,-0.016161954,-0.056604303,0.11535406,-0.7839781
1,-0.026628088,-0.0010340253,0.07787322,0.16490562
2,-0.012502607,-0.024771165,0.25617442,0.001777783
3,-0.048623715,-0.12764464,0.32407543,-0.008690093
4,-0.019849269,0.0015654545,-0.22590303,-0.33914107
5,0.028108455,-0.03528692,-0.034264784,-0.014915384
6,0.06085096,0.04697303,0.024495706,-0.019589797
7,-0.050514307,-0.027279938,-0.0681358,-0.11729961
8,-0.0064417263,-0.099465065,-0.06628047,0.09746863
9,4.4754706e-06,-0.09142984,0.2077936,-0.783198
10,-0.07595228,-0.059884775,0.04236653,0.20584586
11,-0.031884853,-0.008499377,0.17175338,0.06009515
12,-0.070813164,-0.009030071,0.33317056,0.17690447
13,-0.070326015,0.09840781,-0.2596505,-0.41535974
14,0.003298243,-0.009927049,-0.13133769,-0.19516909
15,-0.059616756,0.0036438957,0.057428494,0.055655047
16,-0.060386915,-0.009686302,-0.043713957,-0.19422859
17,-0.00014414545,-0.04329612,-0.16673315,0.17533073
18,0.033181928,-0.16189654,-0.01412186,-0.7885313
19,-0.08756478,-0.029086715,0.044121485,0.108256675
20,-0.063862145,-0.0058249347,0.118870646,0.05867692
21,-0.040943462,-0.028166192,0.093539685,0.1334284
22,-0.06301025,0.062570594,-0.0825229,-0.16601941
23,0.009358451,0.019537998,-0.07970546,-0.023505919
24,0.014070505,-0.09548944,-0.09699567,0.036949232
25,-0.028222162,0.011453189,-0.0014763847,-0.091375865
26,-0.0066292835,-0.013492353,-0.11701234,0.2149553
27,0.009525769,-0.09663715,-0.04909972,-1.082258
28,-0.07736702,-0.016174698,-0.022975415,0.096758015
29,-0.06352185,0.0037662594,0.16208717,0.058500916
30,-0.08118357,-0.015824117,-0.08647516,-0.06592481
31,-0.045789313,0.07032075,0.0001969859,-0.10910817
32,-0.007169484,0.026248885,-0.047148373,-0.10303079
33,-0.051149033,-0.13408993,-0.157785,-0.12664291
34,-0.035504535,0.04156372,0.05406171,-0.21416315
35,-0.012499682,0.04232606,-0.0908691,0.20013466
36,0.040508494,-0.056456126,-0.21162944,-1.0867109
37,-0.06371959,-0.022829458,-0.046712928,0.14700517
38,-0.051968936,0.00014449883,0.12661561,0.02379261
39,-0.045135032,-0.017995803,-0.21104951,-0.120038375
40,-0.05605835,0.063987814,0.015876055,-0.07663908
41,0.0022844179,0.021719988,-0.07240224,-0.17320117
42,-0.056769703,-0.12357031,-0.29192746,-0.22067168
43,-0.030582825,0.031247566,0.063353896,-0.19110596
44,-0.017916694,0.052699827,-0.047272217,0.14352706
45,0.062242724,-0.048821986,-0.27800116,-1.084388
46,-0.07418671,-0.023339866,-0.015728958,0.16267748
47,-0.03493387,0.0008835157,0.107651174,0.015734263
48,-0.02510915,-0.042731024,-0.231221,-0.14890806
49,-0.0556103,0.060225017,0.012471009,-0.083863534
50,0.009969685,0.016816473,-0.10239065,-0.21518281
51,-0.039700642,-0.10162115,-0.34726432,-0.2566904
52,-0.04052599,0.022978343,0.068989396,-0.14330313
53,-0.015645564,0.04427344,-0.02184311,0.1315003
