,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,0.40779784,1.547621,1.4605769,1.2311994,0.8101378,0.54074216,0.0,0.0,0.0,0.0,0.037388925,0.5302253,1.4181396,1.5444226,1.3824257,1.1101059,0.85972,0.7525914,0.6461742,0.60760224,0.70567214,0.6709845,0.71338916,0.25471196,0.5593738,0.49835202,0.45981932,0.24498262,0.33758947,0.4418341,0.8140592,0.61358875,0.30677372,0.0,0.0,0.0,0.0,0.0,0.0,0.42053097,0.8481158,0.23287337,0.36651427,0.34955624,0.0,0.0,0.0,0.0,0.31540188,0.16291858
11,0.49846065,1.46157,1.338951,1.1555521,0.75072026,0.57364714,0.0,0.0,0.0,0.0,0.5855114,1.0142251,1.229684,0.82674783,0.9507232,0.8315199,0.66737336,0.4305785,0.061872352,0.0,0.0,0.0,0.0,0.0,0.20785415,0.11647095,0.0,0.0,0.0,0.056556795,0.68592477,0.56985986,0.52360743,0.96390116,0.6809921,0.3635608,0.0,0.0,0.64943844,0.98300505,0.72467655,0.0,0.0,0.021350812,0.0,0.0,0.0,0.0,0.3453662,0.11723314
12,0.37451538,0.9763887,0.8894865,0.646198,0.8297617,0.70882577,0.0,0.0,0.0,0.0,0.9979234,0.9912487,0.92167205,0.39407435,0.41232944,0.63125163,0.57324475,0.29749873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25716972,0.37119207,0.0,0.0,0.11791122,0.9032861,0.6454288,0.15085208,0.06438632,0.27561924,0.97929513,0.25815412,0.1972316,0.7156644,1.0637542,0.86547005,0.1146016,0.08771293,0.30477443,0.0,0.0,0.0,0.0,0.041659612,0.0
13,0.18560465,0.68014646,0.6929649,0.75771254,1.3167461,0.9211018,0.57545483,0.6536648,0.6515429,0.5430401,0.68723875,0.46207687,0.80060935,0.6066641,0.7804921,0.8869772,0.41400346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070835836,0.0,0.0,0.0,0.4941585,0.19006388,0.0,0.0,0.0,0.0,0.0,0.0,0.4896457,0.8808333,1.0154277,0.6136758,0.16864955,0.081725076,0.0,0.0,0.0,0.10116328,0.0,0.0
14,0.2864696,0.767535,0.68192095,1.5029076,1.6259246,1.0967803,0.100897565,0.7533825,0.91382,0.49224487,0.041512776,0.0,0.17422901,0.65472245,0.60399956,0.62963116,0.07811417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042099882,0.63371205,0.51406807,0.0,0.0,0.0,0.0,0.0,0.0,0.16023757,0.7758058,0.7605411,0.24843417,0.0,0.0,0.0,0.0,0.0,0.44138095,0.018305529,0.11533983
15,0.096617684,0.4394016,0.33383322,1.8205587,2.3840284,1.3629466,0.22523485,0.48387924,0.6868869,0.71154803,0.0,0.0,0.0,0.0,0.33508703,0.136791,0.25198832,0.3926357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571518,0.48449638,0.49978927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28280488,0.63596916,0.009957392,0.0,0.0,0.0,0.0,0.0,1.0281181,0.52863055,0.3869861
16,0.0,0.23230036,0.2477499,1.4224564,1.8547622,1.1875806,0.21190879,0.025365908,0.11234449,0.22702351,0.5333662,0.8855484,0.32649907,0.5100903,0.34231094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34918395,0.0,0.0,0.0,0.13829307,0.40680018,0.052419577,0.2816975,0.3230633,1.0083483,0.15720189,0.0,0.0,0.0,0.0,0.54829395,1.6774163,1.0245833,0.49232915
17,0.0,0.41200683,0.65978193,1.2160015,1.2095573,0.5022708,0.0,0.0,0.0,0.03550281,0.3856271,1.0290754,0.6287681,0.8273711,0.66562444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081526235,0.0,0.0,0.0,0.0,0.06459586,0.21520178,0.22002889,0.25675237,0.76225346,0.12498389,0.0,0.0,0.0081140585,0.0,0.85476714,1.48213,0.9912275,0.45089325
18,0.0,0.47033516,1.1501131,1.1279844,0.7788824,0.12554939,0.0,0.015103336,0.41131,0.50546545,0.42688096,0.1311235,0.41516885,0.631878,0.46618506,0.38192418,0.11093414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13632932,0.6560079,0.7757163,0.23718347,0.0,0.0,0.26288977,0.7250662,0.91200966,0.8487978,0.5947508,0.19467287,0.17837994,0.0,0.14710905,0.0,0.0,0.23856394,0.0,0.0,0.16193044,0.11583762,0.5729742,0.8857471,0.98704517,0.4718453
19,0.0,0.2141471,0.9852569,0.6392793,0.6323576,0.1677563,0.30392703,0.42605713,0.6787858,0.76344657,0.3943918,0.0,0.0,0.0039948113,0.27097642,0.3965457,0.26217076,0.39861292,0.29125708,0.28176394,0.30361244,0.43986616,0.5793024,0.50508803,0.62835526,0.9329017,1.1368964,0.9631528,0.38298437,0.2751387,0.5892428,0.5630585,0.9412993,1.1095276,0.9607647,0.7320048,0.0,0.0,0.0,0.0,0.024865922,0.20978855,0.07880901,0.0,0.4879487,0.47573215,0.39958575,0.9523719,0.82726145,0.35120717
20,0.0,0.22235437,0.7364721,0.19807778,0.29888108,0.31368956,0.4077921,0.352639,0.24772759,0.25305364,0.18261595,0.19145398,0.0,0.15379864,0.26205695,0.31414017,0.30962387,0.51889926,0.87250215,0.99504083,0.83838683,0.7188946,0.7393461,0.55021244,0.516098,0.5379251,0.45640016,0.2723186,0.016054582,0.37311473,0.92502344,0.7400011,0.6129166,0.55332,0.28167865,0.0,0.0,0.0,0.0,0.0,0.24582878,0.5150548,0.44400412,0.25925115,0.21629433,0.32866502,0.16138762,0.9141792,0.71429265,0.34517044
21,0.0,0.26207232,0.6452819,0.48785827,0.2337981,0.44034612,0.45775586,0.42973262,0.0,0.0,0.0,0.19005032,0.0,0.054293323,0.12870337,0.29614416,0.6089484,0.69277567,0.7797364,0.8379295,0.84305876,0.82978976,0.70014733,0.4976266,0.43979064,0.14067407,0.0,0.0,0.0,0.0,0.6257254,0.4115472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283356,0.99017924,0.5931806,0.36548805,0.21740948,0.29032898,0.124583006,0.8578636,0.5155468,0.24653448
22,0.0,0.34023046,0.3504146,0.7117668,0.8007014,1.0524384,0.6893184,0.4441985,0.0,0.0,0.01216824,0.21143036,0.0,0.081281856,0.14069478,0.29174048,0.55133426,0.58575255,0.6954005,0.7361557,0.77367103,0.62590486,0.41369832,0.3256175,0.2660805,0.04709043,0.0,0.0,0.0,0.04684343,0.64898807,0.107019946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47872648,0.9700166,1.0436528,0.5875462,0.20861314,0.29358348,0.13179287,0.64903057,0.4468503,0.10602933
23,0.0,0.0,0.0,0.43954757,0.79645747,0.8998137,0.16112287,0.16633074,0.0,0.0,0.0,0.12404026,0.0,0.041339923,0.20992474,0.39987743,0.5283454,0.4583452,0.513961,0.53680015,0.52841127,0.4619384,0.36271793,0.31330755,0.328513,0.27343926,0.24860623,0.19202828,0.25887677,0.60078233,0.6748363,0.0,0.0,0.0,0.21213973,0.05810787,0.008074392,0.0,0.0,0.0,0.0,0.35256052,0.83672893,0.8077792,0.26810542,0.34807977,0.3238849,0.7571808,0.46135035,0.03653033
24,0.0,0.10941197,0.0,0.52842623,0.8569549,0.72555846,0.0,0.17914061,0.0,0.0,0.27482942,0.24776751,0.17561236,0.1511834,0.35189798,0.54459596,0.570682,0.37343362,0.4266331,0.47829637,0.53692913,0.56334347,0.61693525,0.5292347,0.6154604,0.7171711,0.87102354,0.9551841,1.1928914,1.2788737,1.0062639,0.22520939,0.16462745,0.3511754,0.43463144,0.14638992,0.42286983,0.11927284,0.0,0.0,0.0,0.0,0.7707008,1.358462,0.68214494,0.4490575,0.42661825,0.6641494,0.44077224,0.10766615
25,0.10409506,0.21420918,0.0,0.17756152,0.8093573,0.786182,0.3096898,0.26536688,0.0,0.0,0.24110638,0.13147058,0.21254887,0.30032977,0.5588993,0.8711305,0.7996574,0.532642,0.5429354,0.5574623,0.61524624,0.60989463,0.6675353,0.6679956,0.6974942,0.93131095,1.220781,1.4434936,1.744711,1.7252911,1.1784587,0.6201465,0.95396966,0.89054465,0.35726562,0.13915096,0.53674084,0.30476612,0.0,0.0,0.20289023,0.06966142,0.33312973,0.7460723,0.509581,0.502658,0.63507193,0.9483275,0.5906281,0.3952941
26,0.13120548,0.3620823,0.14496772,0.36070773,1.1806412,1.0759944,0.4724488,0.30075058,0.0,0.0,0.0,0.12927137,0.34877688,0.49565968,0.7801474,1.2013768,1.3922585,1.3363421,1.1648551,1.0182701,0.9976964,0.8175925,0.83441305,0.7396721,0.7482852,0.7062894,0.6755795,0.81322753,1.1778418,1.2297279,0.73961824,0.68362606,0.81379515,0.6029637,0.28681105,0.019862898,0.65179414,0.15388988,0.2975953,0.3804699,0.087162554,0.018051405,0.0,0.0,0.0,0.18006812,0.4949819,0.744761,0.59165734,0.5824867
27,0.0,0.182321,0.06285198,0.33759448,0.56776166,0.5064167,0.0,0.0,0.0,0.0,0.0,0.013005927,0.31682214,0.71709645,1.088041,1.6444889,1.8131328,1.7063575,1.6475788,1.3193654,1.1119382,0.7963086,0.7144425,0.8527214,0.9417195,0.8315625,0.4811787,0.5385146,0.8868941,0.92035264,0.34126553,0.105689645,0.3760362,0.21470697,0.0,0.0,0.49830785,0.08007915,0.05535383,0.009900358,0.33549187,0.59671557,0.08975831,0.0,0.049227912,0.38176116,0.5568513,0.8066106,0.5944612,0.39084837
28,0.0,0.23656465,0.36097193,0.6961395,0.6482115,0.5076763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26924458,1.0622252,1.7455972,1.6204371,1.6813594,1.4761165,1.1839392,0.9166793,0.4320325,0.23907621,0.33903408,0.33529878,0.4202695,0.16398987,0.21368353,0.65797436,0.8438382,0.67102885,0.35322368,0.7657115,0.48037022,0.0,0.012599681,0.23183937,0.16888715,0.013386536,0.2604898,0.6519443,0.7414881,0.44724935,0.3248602,0.26169142,0.37101045,0.41313806,0.9121,0.77184635,0.37679812
29,0.0,0.45075896,0.8123238,1.5212283,1.3666365,1.0560474,0.19514348,0.0,0.32788932,0.0,0.0,0.0,0.0,0.4672297,0.96578157,1.4842147,1.2530998,1.0367665,0.71488756,0.6999554,0.58127356,0.16793926,0.0992942,0.33262026,0.432584,0.5487876,0.5857717,0.75628394,0.9955006,1.176033,0.93331134,0.6720287,1.4543344,1.4952865,1.0999577,0.8606844,0.57849705,0.5210867,0.3486379,0.39200738,0.29196712,0.25724265,0.6007656,0.68635637,0.56821907,0.22006543,0.3732306,1.1444514,1.0516014,0.33092543
30,0.01963647,0.6285838,0.86072206,1.3773811,1.3230805,1.6446209,0.8874917,0.7238929,0.7461268,0.63009787,0.093493655,0.0,0.0,0.53099406,0.89941055,1.0887982,1.0293124,0.83037144,0.603025,0.48979023,0.34244007,0.318343,0.34341314,0.6114217,0.4678924,0.7101048,0.7246659,0.8723986,0.9448256,1.0847862,0.72668386,0.23828231,0.4321181,0.9491722,0.98838735,0.810795,0.7017751,0.5797772,0.5042144,0.6606047,0.30104527,0.0,0.045454677,0.3069161,0.49557713,0.30648214,0.32587966,1.3225968,1.2709663,0.37777972
31,0.025075633,0.7086339,0.5716636,0.88459504,0.7444038,1.2758516,0.92979693,0.7522441,0.65093875,0.83778936,1.0084773,0.9264688,0.9697437,0.9769915,1.0330577,1.2340024,1.1610489,1.1131868,0.7841561,0.7187892,0.6360851,0.541116,0.4500794,0.39529377,0.2768112,0.478302,0.62864566,0.7460135,0.78487295,1.0253049,0.9851061,0.48140818,0.12578233,0.02735411,0.033125866,0.3928409,0.57883227,0.74438286,0.72955036,0.96232945,0.83942777,0.57473475,0.6505536,0.5043249,0.6013853,0.414842,0.46475056,1.3960142,1.1942798,0.44080833
32,0.024342913,0.8084433,0.6282507,0.5349545,0.531597,0.79824674,0.59735465,0.60843384,0.6460258,0.4657823,0.7298326,0.77328914,0.73524576,0.91301346,0.86044115,1.1073102,1.0544226,1.0653508,0.9699229,1.0109035,1.0988895,0.9980058,0.8166044,0.6886388,0.62154615,0.64328384,0.548607,0.4854812,0.38633418,0.6182683,0.74241406,0.6939176,0.54040766,0.23629655,0.24550666,0.7229246,1.0878786,1.135685,1.0843029,1.127243,0.9882668,0.9206337,0.62947077,0.53307486,0.4720261,0.11385536,0.100948215,0.79796255,0.6358777,0.43967173
33,0.046085972,0.93300307,0.59781307,0.28717083,0.2975191,0.55970407,0.3528733,0.36981517,0.36286396,0.21927519,0.14869145,0.26374453,0.4626586,0.63543177,0.60369265,0.7420305,0.72661924,0.7817428,0.7756334,0.96824527,1.0763258,1.0645508,0.95817673,0.8394048,0.720966,0.64730215,0.5261443,0.5704852,0.5110461,0.6548954,0.7161946,0.8159375,0.7576307,0.64140654,0.35087836,0.6340783,0.9024382,0.881782,0.8038621,0.780087,0.65778106,0.42761746,0.23241587,0.21188553,0.28907967,0.22721842,0.39220768,0.7893248,0.15144977,0.25349793
34,0.2044153,0.8635585,0.4586734,0.2894949,0.46410426,0.6136172,0.2914082,0.2725801,0.11500098,0.0,0.0,0.02006286,0.17809245,0.38426992,0.5103647,0.61416394,0.5739567,0.5778206,0.5967511,0.6199117,0.6580731,0.6691402,0.673788,0.73568135,0.73601323,0.63083756,0.5415482,0.4503113,0.3622393,0.38152105,0.4197923,0.5621654,0.47874334,0.66223127,0.7619535,0.81568563,0.8414824,0.65140504,0.48741746,0.45156372,0.3678699,0.22462009,0.23985796,0.29843476,0.26213586,0.2957395,0.295422,0.7129465,0.008263607,0.047572035
35,0.3439592,1.2786348,0.8245843,0.90391004,1.1042076,1.184314,0.8097554,0.6779774,0.5803715,0.4877452,0.4779851,0.47115466,0.5324997,0.6930108,0.7896896,0.7619964,0.69649917,0.63567156,0.62742907,0.6724452,0.7237081,0.731078,0.7068332,0.68521893,0.711135,0.76396704,0.73847574,0.6827862,0.771155,0.8480963,0.8252582,0.88347274,0.83792055,0.78778595,0.74886405,0.7601563,0.7707685,0.7571569,0.7212028,0.74067545,0.7155386,0.6926789,0.6912477,0.6877544,0.5221041,0.48983994,0.4961041,0.81333303,0.30361393,0.40809676
36,0.0,0.71511525,0.7319515,0.7571421,0.9005918,0.905833,0.62580985,0.5238462,0.43001002,0.34431586,0.44938004,0.5118083,0.51264334,0.57571334,0.6541178,0.5752658,0.49060184,0.44226626,0.41373485,0.4168008,0.43129724,0.44810337,0.45532686,0.45597667,0.48365268,0.48749873,0.41590038,0.34763426,0.5985945,0.78589356,0.6768617,0.54952776,0.629172,0.6900218,0.6032428,0.49137637,0.39286008,0.31184682,0.2973633,0.3182293,0.38072097,0.38138404,0.34465402,0.37716335,0.27773416,0.16582382,0.1440596,0.09010187,0.0,0.3346499
