,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
12,6.7700076,-0.011626985,-0.8613583,-2.219092,-1.1437553,1.4242102,0.08370918,8.5870695,-2.7255054,-1.1778197,-1.9376589,-0.93121004,-2.0875652,-2.6461747,1.3767421,2.1785924,0.37843862,-1.5262918,-0.06447261,-0.7508282,-2.475119
13,10.575618,-2.0232751,-1.9237403,-1.2927514,-1.7911991,-0.27092907,0.9414738,1.9897097,-0.9926115,-1.0298206,-1.1922815,-3.0859416,-0.5777239,-0.3526585,-1.6001451,8.632587,-1.2510164,-1.3875738,-2.3866303,-1.00665,0.35894993
14,8.968947,-1.7438132,-1.0205604,0.17272589,-1.8267102,-0.119546235,-1.982862,0.10134423,-0.67400897,2.2121873,-2.2011235,-2.5184877,-0.6380717,-1.4010719,-0.6020176,9.877904,-1.17507,-1.2520746,-1.047721,-2.5725894,-0.5328724
15,9.732972,-0.25637504,-0.23542003,-3.4351206,-1.502688,0.019704238,0.5898593,9.260092,-3.9542322,-1.1233927,-2.8896122,-0.21332482,-3.004347,-2.5223432,2.2444668,3.3140376,0.10807982,-2.3720243,-0.20255461,-1.3330489,-2.6710558
16,4.3286233,-1.8498495,-0.43737245,-0.56904364,-1.4883559,-1.7940141,-1.413311,0.7020489,-0.39314067,1.7344923,-1.988081,-2.6857576,0.6657073,1.0143077,0.5765481,11.398545,-1.7889594,-1.7239081,-0.2594832,-2.3769605,-1.9815625
17,6.4005265,-1.0496317,-1.2954557,0.22071345,-1.4169849,-1.4483303,-1.5013723,1.3247663,-0.74213135,0.9029592,-2.1818879,-2.6122048,0.52183247,-0.06659185,-0.08317945,11.431333,-1.9078085,-1.8546325,-0.8544956,-2.5911996,-1.4353809
18,8.625253,0.8382788,-0.476062,-2.9882808,-0.7624711,-0.11897251,0.6713358,10.639826,-3.7109551,-1.6567006,-2.5735285,-1.581975,-2.8039646,-2.779221,3.03129,1.5827281,0.18869212,-2.1800275,0.11959813,-0.7217473,-2.949657
19,6.779842,-0.47859785,-0.82832205,-2.495888,-1.4445761,1.1123105,0.59594804,11.813645,-2.9201267,-1.7450694,-2.0408719,-1.993413,-2.2910688,-3.0537815,2.6944618,1.5707171,-0.5434417,-1.3440505,0.039598398,-0.49836314,-2.8331175
20,9.692245,-0.7013875,-0.60192543,-3.0141149,-1.287177,0.70119756,-0.12360655,9.14467,-3.2514327,-1.2488956,-2.3698437,-0.32181194,-2.634337,-2.4650059,2.0617657,2.6295826,-0.16042963,-1.7022051,-0.324802,-1.4615875,-2.6426415
21,7.732949,0.011948589,-0.610376,-2.8627071,-1.0906657,0.8820639,0.15212414,10.6008005,-3.0574694,-1.0003376,-2.4479718,-0.86060196,-2.700905,-2.9415944,2.4564612,1.814754,-0.16730985,-1.8364347,0.21259844,-0.9000146,-2.5236282
22,7.768281,-2.3840327,-1.3095746,-0.16506577,-1.6927918,0.18646932,-0.51703405,1.5354455,-0.08993814,-0.4117899,-0.90949917,-3.0516036,0.7606771,0.88564605,-1.0617266,8.511578,-1.7585961,-1.0457009,-2.547094,-1.9912353,-0.45670637
23,6.2119904,-0.25254354,0.93885446,-1.9062885,0.24583273,-3.404849,-1.2689881,1.2925814,-0.9997797,-1.7040635,-0.61123717,-2.6291912,1.6843454,3.745804,1.0989232,6.791005,-1.8204035,-2.5131934,-0.8658323,-1.4018356,-2.3903074
24,7.609634,-0.5888707,-0.68017924,-0.6864494,-0.45340273,-1.9650558,-0.84359443,2.1242344,-1.4243118,-0.3056833,-2.5871108,-2.7264752,-0.40392599,0.09009994,0.14084469,9.93941,-1.5742946,-2.1697307,-0.7866632,-1.5827518,-1.5891423
25,6.4338527,-0.20309702,-0.6429159,-2.2462049,-1.3793601,1.3017939,0.2739905,10.948637,-2.778881,-1.3137455,-2.1253388,-1.3525832,-2.3825684,-2.8996058,2.2871995,1.5814579,-0.21608648,-1.4836153,0.00835406,-0.6361531,-2.3278024
26,10.029584,0.3942062,0.2877671,-4.865711,1.5806428,-3.2718217,0.16691718,2.131901,-3.0347495,-2.1617694,-1.5295657,0.85694605,-1.2236886,1.7325778,-0.37833574,2.1621752,-0.5713418,-2.902958,0.3208727,0.33208197,-1.2838061
27,8.958808,-1.8859223,-1.461441,-0.6803931,-1.1069813,0.16084817,0.25520524,2.1869385,-0.5466069,-0.33935916,-1.3400118,-3.0870178,-0.04637968,-0.4170866,-1.5759466,7.9360075,-1.5702608,-1.9728175,-2.047898,-1.5155685,0.3935769
28,7.150662,-0.75254905,-1.1185038,-0.48352325,-0.7205351,-1.9763712,-0.45669258,1.9401187,-0.7601106,-0.13226229,-2.0373092,-3.0285103,0.21627194,-0.05145497,0.036600195,10.454564,-1.921687,-2.170329,-0.55497277,-1.743898,-1.6266791
29,4.8286357,-1.4601519,0.19809593,-1.8219732,-1.5139656,-2.5549967,0.04466456,3.7919126,-0.5284626,-0.8492388,-0.5460716,-3.0163808,1.6593713,3.0663302,1.6103921,7.9704466,-2.1449864,-2.3604383,-1.2595586,-1.1684755,-3.053406
30,8.106258,-1.4443247,-0.92985934,-2.365176,-0.07450327,0.687066,-0.029701859,2.341873,-2.1631455,0.14833106,-1.4811401,-1.4366422,-1.1049525,-0.52140206,-1.7533175,5.838483,-1.1591674,-2.5079856,-0.9757182,-0.97833985,1.3673763
31,6.637717,-0.44395876,-0.6159524,-1.5442793,0.8067269,-2.5406287,-0.76741976,-0.7996203,-0.44080353,-1.8191316,0.2245894,-2.170125,1.6931752,3.6458921,-0.8389111,4.631358,-1.7058948,-1.6330259,-0.87539196,-1.0267515,-1.2696127
32,4.4433064,-2.4793978,-0.74869925,-0.4523285,-2.4117842,-1.4541874,-0.9397267,2.1607153,0.40515286,-0.07769662,-0.11312419,-3.2836616,2.5151765,2.9592893,0.40683028,9.25245,-2.4796379,-1.0060763,-1.9877628,-2.1712606,-2.0522761
33,8.152967,-1.2238069,-1.1050271,-3.4256175,0.044930335,-0.79156816,1.8223286,3.3477407,-2.7067628,-0.39762807,-1.2672718,-0.92512476,-1.5948135,0.01374715,-1.6813768,5.2364244,-1.4751406,-2.7958817,-0.4911044,0.35860962,1.1259567
34,7.183931,-0.7297605,-0.83346546,-1.4968345,0.19140151,-2.9677532,-1.4142306,0.15657316,-0.30691338,-0.91330314,-1.8451986,-2.3012578,0.1714867,2.2789743,-0.42632297,8.810873,-1.2771201,-1.9635371,-0.1356593,-1.6096343,-1.6046134
35,9.692245,-0.7013875,-0.60192543,-3.0141149,-1.287177,0.70119756,-0.12360655,9.14467,-3.2514327,-1.2488956,-2.3698437,-0.32181194,-2.634337,-2.4650059,2.0617657,2.6295826,-0.16042963,-1.7022051,-0.324802,-1.4615875,-2.6426415
36,8.903403,0.58902586,-0.6033118,-2.8386188,1.2163081,-3.94693,-0.4013788,1.4276847,-1.0689884,-1.5645063,-2.3285053,-1.7177052,-0.46504804,1.4138653,-0.18431166,7.247628,-0.43744656,-2.9792275,0.09576804,-0.9970874,-1.9625747
37,12.005233,-0.34949458,-1.2405549,-3.2418768,0.69705343,-0.2963729,2.3392384,4.486609,-2.9897914,-0.9996091,-3.157346,-1.6007392,-3.0164156,-2.8087685,0.124878116,1.5434222,0.74174726,-1.8412975,-0.15476048,-0.32569754,-1.0121385
38,6.9458833,-1.3929223,-1.3218,0.047398478,-1.4704103,-0.66899514,-1.3564732,1.0977577,-0.62665975,1.2697331,-2.2520194,-2.568317,-0.16629359,-1.0062275,-0.54494554,10.812973,-1.7534785,-1.4903274,-0.78379405,-2.2561781,-0.8292083
39,7.7991424,0.34598994,0.6831199,-2.9590495,0.8773247,-3.9186456,-0.43447632,1.3328885,-1.7684877,-2.2405972,-0.7054622,-1.3639123,0.087653406,3.2712033,-0.053479023,3.9781377,-1.3471919,-2.2767866,-0.38434955,0.100309074,-1.4980664
40,11.556312,-0.93154866,-0.83818936,-3.2807856,-0.6645143,1.0218872,1.7492001,4.7209,-3.160088,-0.8022791,-3.1486828,-1.6777585,-2.9941244,-3.066819,0.74086124,3.2240055,0.75711834,-2.0049918,-0.2768746,-1.2077035,-0.83707803
41,9.793119,-0.622962,-1.1346391,-3.3953528,-0.39100698,0.56612754,2.903498,6.1441507,-3.011479,-0.99230146,-2.8274953,-1.9094529,-3.1072865,-2.9769368,1.0230436,4.394123,0.41890463,-2.9191751,0.069001235,-0.2635541,-1.3857481
42,5.3677974,-2.2225494,0.32935768,-0.3341264,-0.631111,-1.6390969,-2.3955855,-0.4515104,-1.187337,0.4504118,-1.9839671,-2.2614086,0.14966577,2.3291361,0.8679299,10.824091,-0.87353307,-1.8134063,-0.4227707,-2.6231306,-2.3154116
43,7.235358,-0.68470454,-0.5571,-2.4726095,-1.7198521,1.0377619,0.5829027,11.336189,-3.170589,-1.393873,-2.1455178,-1.8180943,-2.239938,-2.9362082,2.437403,1.8291345,-0.6472844,-1.388822,-0.16678232,-0.7423401,-2.812082
44,5.049231,-1.6440876,-0.73576224,-2.1485531,-1.2199651,0.9712806,2.043389,8.975224,-2.1339445,-0.33631173,-1.0134795,-2.9606736,-2.073852,-2.5796726,1.2130562,0.43232036,1.0170075,-0.57342553,-0.34009957,-0.9577305,0.026593514
45,7.763776,-2.8163636,-1.2613434,-0.5013558,-1.864823,3.3245792,-0.123633355,0.6355511,-1.0265173,-0.43256414,-0.7903288,-2.725446,0.11228988,-1.8331602,-1.6785916,8.968368,-1.4003645,-1.6187454,-1.1924433,-1.772051,0.9006156
46,11.13791,-1.0667794,-0.4701554,-4.062955,1.0186967,-2.320855,-1.6908872,3.8415196,-2.469889,0.0745965,-2.484628,1.9407,-2.8166072,-1.7155039,-0.05666212,1.9104114,0.019949023,-0.99562114,-0.40381446,-2.069053,1.1247052
47,6.4338527,-0.20309702,-0.6429159,-2.2462049,-1.3793601,1.3017939,0.2739905,10.948637,-2.778881,-1.3137455,-2.1253388,-1.3525832,-2.3825684,-2.8996058,2.2871995,1.5814579,-0.21608648,-1.4836153,0.00835406,-0.6361531,-2.3278024
48,10.144669,-2.037912,-1.1799883,-1.7525746,-0.635923,-0.47511506,0.99215347,1.6962534,-2.0104322,-0.017534934,-1.0906222,-2.533477,-0.8017909,-0.7191303,-2.6380253,7.216364,-0.74620056,-2.203071,-1.1969386,-1.1885412,1.3628374
49,10.838477,0.10688543,-0.6053303,-2.4967532,-1.1515907,-1.0567929,2.0620782,6.5245523,-3.5792937,-0.87253046,-3.3942711,-1.3831382,-2.989075,-2.622239,0.54815376,4.1833334,0.71175915,-2.1855907,-0.6651372,-1.8131624,-1.5177308
50,10.598748,0.20147324,-0.43646213,-3.8628452,1.3107992,-2.6975062,0.10456717,0.19701423,-2.7141442,-2.380744,-0.8787167,0.08021659,-0.48379946,2.5760307,-0.70017576,2.1497972,-0.8729008,-2.6664715,-0.37303802,0.7624275,-1.5757301
51,6.9597692,-1.888037,-1.27127,0.39235216,-1.0280105,3.3201222,-1.6365798,0.19137374,-1.0895023,0.0016959533,-0.6213564,-1.9633133,0.8930902,-1.1354433,-1.6025558,6.75111,-1.0661035,-1.7368616,-1.4050999,-2.2413852,0.7731469
52,7.2608976,0.49631327,-0.57487994,-2.4216576,-1.5705457,0.48663715,0.76366764,11.441293,-3.6397085,-1.7476633,-2.3044004,-1.9893875,-2.4661896,-2.9158165,3.015697,1.875385,-0.09196797,-1.913877,0.039308377,-0.6932506,-2.7466633
53,6.7128196,-0.10288218,-1.4636958,0.39895207,-1.0009081,-1.211176,-1.2838895,0.9742272,-0.67291087,1.1755598,-2.5989754,-2.496267,0.7104813,-0.52432394,-0.6748878,10.467839,-1.9486127,-2.324189,-0.33461672,-2.6143212,-1.1966238
54,9.15145,0.970636,-0.4579004,-2.427925,-1.2065685,-0.71915656,0.95603234,9.223913,-3.7703362,-1.0596433,-2.7952719,-1.1781836,-2.8828394,-2.674482,1.9935117,2.35943,0.28017902,-1.9992247,-0.24723181,-1.4867109,-1.6670316
55,13.835547,2.2810826,-0.56859094,-0.42072296,5.9783463,-3.1055748,0.1737774,-1.6024083,-2.0915911,-1.6211272,-3.2521386,-1.8149953,-3.4901507,-1.6421101,-3.2781816,-1.2576439,-0.05020201,-2.1122632,-1.8031408,2.4342964,1.8176706
56,10.197223,-1.9085542,-1.2975584,-2.356114,-1.2649484,-1.029115,1.9414213,2.5155404,-2.0615153,-0.72684145,-1.0224864,-2.358088,-1.17411,-0.10639257,-1.9264488,7.006423,-0.8793857,-2.028783,-1.7103907,-0.566786,0.96864504
57,12.72837,-2.5308347,-1.9110265,-1.3350942,-1.6536807,0.5709952,-0.16929585,1.2459427,-0.76396513,-0.4400614,-1.6040189,-2.8775384,-0.4591308,-0.23392661,-2.4333243,8.524391,-1.5095308,-1.6396284,-2.181949,-1.7519085,0.69989234
58,9.592707,2.1865392,-1.1088386,-4.4493275,3.1306424,-4.1388054,0.24081624,1.2673502,-2.415372,-1.6871119,-2.0419366,0.87174433,-1.433987,1.5031652,-1.0121356,3.703777,-1.0059221,-3.2530403,0.7696421,0.32980248,-1.6484823
59,9.335436,-1.242533,0.71161634,-2.6900885,0.06298266,-3.0818787,-2.5719566,-0.46006534,-1.2975487,-0.9919243,-0.7612107,1.6867461,-0.050434437,3.0401454,-0.9262792,2.1680057,-1.0230823,-0.64847064,-0.34535006,-1.6738359,-1.1195447
60,8.887772,-1.0745653,-1.9502563,0.020590886,-1.4340649,-1.5278394,-0.7410101,1.5403941,-0.46683064,0.58049786,-2.077096,-2.5813746,-0.47666717,-0.9066292,-1.2481024,9.942098,-2.04116,-1.115246,-1.381801,-2.0765789,0.0010196744
61,12.931409,3.7951055,-0.7888055,-4.7314105,4.761855,-2.5230212,2.5445828,0.9909074,-3.9120543,-2.1560955,-3.5357277,-0.36705542,-3.1623023,-0.8785352,-1.2084874,1.2599856,-1.35156,-4.483295,0.03475962,2.3338475,-0.5677187
62,6.357394,-0.19208741,-0.87480295,-1.707044,-1.7081733,1.5318612,0.29583192,11.023419,-2.8322756,-1.1609507,-1.9758877,-1.5599957,-2.1132462,-3.048464,1.7614937,1.5350574,-0.38513732,-1.3412277,-0.091143884,-0.77022916,-2.2868726
63,5.903768,-0.9758457,-0.9002004,-2.440864,-0.9671561,0.77871054,0.9084511,9.985503,-2.014144,0.009486258,-1.7367256,-2.0632975,-2.2375124,-2.333726,1.2757679,0.14327282,0.5263422,-0.73920476,0.0165625,-1.5291296,-0.5135629
64,3.905786,-2.1285877,-0.44152713,-0.764866,-1.1577606,-1.9293218,-0.102228284,1.8831216,0.13777845,-0.10186938,-0.010970472,-3.4781885,1.8423674,2.8920903,0.3090186,8.253482,-1.9996799,-1.5507315,-1.937399,-2.0093048,-1.42292
65,9.412446,-0.09684342,-0.37713203,-2.1894453,-0.13746147,-2.133572,-0.2673339,3.2222695,-2.0741477,-1.5970106,-2.7241256,-2.6344335,-0.60317814,0.07052343,1.0721362,8.939907,-1.3380758,-2.9747725,-0.7356209,-1.115615,-2.0012982
66,11.158467,-1.2087467,-0.40846473,-3.0821385,-1.6467171,2.3507435,0.18232806,4.9621124,-2.9246604,-0.8084965,-3.3912053,-1.518719,-2.462827,-3.317145,1.4331092,5.0062656,0.7821937,-2.2777772,-0.20567432,-2.2116277,-1.4428728
67,7.124862,-1.0083944,-0.7127633,-2.5155816,-1.6712453,1.2458245,2.717365,7.727446,-2.8868735,-1.0432498,-2.3245666,-2.4925816,-2.3898895,-3.0812798,1.693028,5.0302553,0.24406737,-2.3499002,-0.12101098,-0.99091774,-1.3767264
68,11.099886,-0.91041124,-0.9797631,-2.8542728,-0.6978219,0.6442996,-0.81105584,6.7462187,-3.1498091,-1.2525619,-2.4102728,0.1953498,-2.3291523,-2.1071398,0.88083553,3.2159326,0.4426689,-1.6295611,-0.36911082,-1.8945048,-2.8152616
69,12.07212,-2.000848,-2.0762312,-1.4874036,-1.9160043,-0.55414444,1.1228933,1.6346877,-1.3505656,-0.90981555,-0.9890282,-3.0874767,-0.83168215,-0.15481225,-2.3738694,8.690571,-1.057151,-1.5449547,-2.2647388,-0.9114997,0.54267365
70,9.640483,-0.61719143,-0.30774215,-2.5666618,-1.6586846,0.7450289,-0.16507044,9.908924,-3.1355693,-1.1902626,-2.682698,-1.4330485,-2.3854117,-2.5492508,2.0300696,1.5636001,-1.030632,-1.3410696,-0.4733054,-1.1752766,-2.8671558
71,10.201182,-0.07696393,-0.3047094,-3.386292,-1.476581,0.05449161,0.3953867,9.375339,-3.9931216,-1.2672637,-2.8887615,-0.38686368,-3.0650396,-2.5314395,2.438206,3.2783163,0.22291198,-2.3399668,-0.36034513,-1.4056026,-2.58686
72,6.979936,-0.89369977,1.1792605,-3.3795624,0.54281676,-2.6814666,-0.24829094,0.7845397,-1.9642006,-1.5839003,-0.5939241,-1.3602741,0.09706918,2.9947262,0.0208601,5.322816,-0.89171803,-2.2659597,-0.6610918,-0.52865565,-1.5915542
73,6.392596,-2.2870042,0.16928138,-2.2186108,-1.8519863,-1.8297472,-0.8985977,2.438594,-1.0144761,0.07617244,-0.9838257,-2.7993696,1.3105736,2.7336211,0.8135292,8.506388,-0.84619015,-2.263217,-1.249742,-1.9905585,-1.6887298
74,6.153535,0.07403162,-0.9910834,-1.6168141,-1.4742085,1.5452183,0.38427702,8.550563,-2.680342,-0.9365393,-1.731808,-1.16446,-1.9374746,-2.7381258,0.98175,1.9797499,0.21120998,-1.3182232,-0.22376299,-0.8044205,-2.3904176
75,13.515955,-0.5332562,-1.8870535,-3.3661048,-0.203509,0.06514487,2.6156528,5.2319984,-3.1866622,-0.36011714,-3.6109304,-1.3543324,-3.6798127,-3.4308748,-0.2795633,4.5471897,-0.14734885,-2.69238,-0.13745189,-1.0848397,-0.8000231
76,8.67135,-1.9858251,-0.638388,0.6249013,-1.3120341,4.0056796,-1.4630442,0.075029865,-1.0886232,0.20830604,-1.7247761,-2.4283605,-0.43083456,-2.496926,-1.0811099,7.5006056,-1.0538429,-2.0608335,-1.3936101,-2.4567375,0.7858724
77,7.941464,-1.2653966,-0.91293097,0.87580013,-0.9627569,3.3727667,-2.1707003,-0.051952783,-1.1579472,-0.1519028,-1.0014164,-1.9294176,0.53475124,-1.2085893,-1.1078745,6.115099,-1.1345226,-1.4342936,-2.1399822,-2.5613093,0.12653609
78,7.235358,-0.68470454,-0.5571,-2.4726095,-1.7198521,1.0377619,0.5829027,11.336189,-3.170589,-1.393873,-2.1455178,-1.8180943,-2.239938,-2.9362082,2.437403,1.8291345,-0.6472844,-1.388822,-0.16678232,-0.7423401,-2.812082
79,10.403571,-0.050744172,-0.6920059,-3.2226849,-0.7718934,-0.10796842,-0.025052018,6.8436127,-3.7788012,-1.0820355,-2.8020794,0.376351,-2.7439637,-1.9991908,1.1623385,3.4533894,0.61428374,-2.3126416,-0.013562731,-1.5283135,-2.8332207
80,14.833702,1.8281813,0.41614586,-1.3158741,5.924552,-2.500156,1.3415639,-0.64512706,-3.013784,-1.113938,-4.077599,-2.4823751,-3.6942215,-2.0005152,-2.413539,-0.16822827,-0.030318316,-2.8289547,-2.0148094,1.8368677,0.65034896
81,8.302078,-1.1828872,-0.930297,-1.806671,-0.24226692,1.3649775,-0.7309899,1.9104943,-1.5604073,0.31957614,-1.5391734,-1.6009154,-0.5130371,-0.54360795,-1.501776,5.051957,-1.271714,-2.2205,-1.3099414,-1.34084,0.78933436
82,11.903009,-2.0809987,-1.3969922,-1.563847,-1.3388354,-0.5345781,0.8211197,1.514292,-2.1324801,-0.3968398,-1.1529623,-2.593243,-1.23732,-0.167608,-2.498211,7.9334917,-0.6604933,-2.1114032,-1.8921748,-1.2297479,1.1619861
83,4.910779,-1.4417213,-0.37881622,-2.88913,-1.6196165,-0.3598894,2.2049768,9.568095,-3.1241734,-0.7380214,-0.8684519,-2.7199013,-1.6276428,-1.4565185,2.4054668,1.4056039,-0.39967364,-1.010367,-0.6647334,-0.08749415,-0.754265
84,8.883756,-1.1943647,-0.63039464,-2.804778,-1.9155298,0.66214925,0.88947284,8.739779,-3.3042755,-1.2303469,-2.5456176,-1.579356,-2.4474196,-2.5361836,1.9159926,4.8815937,0.33598974,-2.0657308,-0.36875212,-1.4951223,-2.48769
85,11.129263,2.6816807,-0.48186105,-3.3303564,3.2271297,-2.3980174,1.802526,1.3765706,-3.0598707,-1.7516692,-3.4272723,-1.6401339,-2.0086887,0.31365806,-0.42817503,3.9682968,-1.2748038,-4.3238993,-0.37106076,0.7929404,-1.5908835
86,9.16229,-0.7570289,-1.1758665,-3.5471363,-0.42553356,0.8868369,2.1808856,7.1297436,-2.7414727,-1.1776857,-2.5120711,-1.8736789,-2.952441,-2.9455967,1.6081586,3.6947052,0.10501763,-2.5928671,0.3703293,-0.075085565,-1.665063
87,8.880799,0.045603756,-0.14921151,-4.89761,1.3549393,-4.335819,-1.7005565,1.1915591,-2.063366,-0.97196996,-1.6052923,4.0935154,-0.8089117,3.1921413,-0.3262467,1.648457,-2.1887074,-1.1850036,1.0402039,-0.7755496,-2.1055808
88,5.0792437,-1.733337,-0.38994962,-2.2833245,-1.7013551,-0.2547905,2.575997,10.140359,-2.7689772,-1.0020193,-0.86124843,-2.9770112,-1.7721958,-1.802908,1.796076,1.0361298,-0.40755165,-0.6457881,-0.62134326,-0.48313224,-0.18473956
89,9.413739,-1.6971084,-1.4492238,0.43319267,-1.6569976,0.007590755,-2.1661093,0.09678118,-0.06914377,1.925921,-2.4986324,-2.5820744,0.37557498,-0.9382925,-1.0265852,10.379334,-1.7817303,-1.8199531,-1.2215455,-3.0461981,-0.56257856
90,5.477552,-1.4771218,-0.6829138,-1.1289779,-1.7692046,-1.7814234,0.4575264,3.3134334,-0.9320334,-0.9221862,-0.36516184,-3.4899087,1.5785031,1.6992579,0.6288668,8.369607,-1.8534826,-2.0093627,-1.3448061,-1.1314403,-1.8008134
91,6.460232,-1.3962375,0.0043627853,-1.2220298,-0.8844722,-2.8683078,-1.1045876,1.3291281,-0.8495515,0.65337455,-2.1052606,-2.689116,0.26645038,1.570077,0.14868511,10.551264,-1.435029,-2.1652417,-0.4924749,-1.8311121,-2.350912
92,15.805167,3.1113338,-1.1521256,-4.2224793,3.9457839,-2.3022685,3.7425325,1.4291836,-4.4602427,-3.0562358,-4.472577,-1.369129,-4.190577,-2.9275372,-1.3944137,0.96733487,0.14725748,-4.1736526,-0.21349037,2.4467788,0.16943346
93,11.84161,-2.2918065,-1.2377365,-0.098744884,-1.9390862,0.22368726,-2.3335593,0.2359623,-0.5954311,1.304749,-2.3866332,-3.0303283,-1.135971,-1.7788368,-0.8163283,8.954463,-0.9082955,-1.1193151,-1.6566721,-2.8825452,0.27311757
94,11.994508,-0.74700737,0.2763229,-2.697997,0.53504276,-3.1153672,-2.9696238,1.0555843,-1.4255979,0.7643291,-2.7599864,3.006334,-1.0010734,-0.5735427,-1.1858053,1.4766388,-0.59218186,-1.2001065,1.1372455,-3.8136098,-0.29881993
95,4.413718,-1.888538,1.5209029,-1.446148,-0.74411094,-1.9198805,-1.9702747,0.09298436,-0.46204004,-0.61640096,-0.67162377,-2.4930186,1.8396739,4.0307837,1.2223597,7.849539,-2.061393,-1.3224629,-1.5816252,-2.3393893,-2.6245213
96,5.5487666,-3.0353098,2.206053,-1.4626052,-1.7348212,-1.0128317,-2.4931755,-0.78323567,1.2280766,-0.2986798,-0.90867364,-3.123201,2.4734893,4.6095495,0.7536872,8.821828,-2.3815985,-0.8137995,-2.6289804,-3.0225208,-2.565207
97,12.5522585,-1.6374286,-1.3772591,-3.313126,-0.5293782,0.65901595,3.8410227,5.627351,-2.9715023,-0.36193955,-3.7246358,-2.9319146,-3.7681692,-4.1915035,-0.14914551,4.3450747,-0.6443455,-2.685,-0.38474846,-0.32734898,0.32076597
98,18.132925,-0.7503736,-0.6639747,-3.9458606,1.4885265,-1.0558745,3.708343,1.8924707,-4.388426,-2.6806612,-3.7508862,-2.7967727,-3.9645512,-2.9053695,-1.5034208,2.156976,1.7343041,-3.177596,-1.4937323,1.4292713,-0.18301684
99,7.149522,-2.918772,-0.58388513,-0.06739773,-1.9520968,0.27733958,-0.99760026,1.5234636,0.30212852,0.4470445,-0.5807421,-3.0063307,1.4069964,1.3608861,-0.68938434,6.9976997,-1.9558809,-0.6480452,-2.5392268,-2.5082498,-0.7791063
