,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,0.01781109,0.02934047,-0.0049136467,0.011202503,-0.15376608,-0.28297585,0.3829839,1.7695286,0.796037,-0.3932095,-1.1185298,1.1469791,0.30508995,-0.19493233,-0.38201064,0.99178314,0.1718128,-0.21890384,-0.15189736,1.3936942,0.042262126,-0.12275475,-0.5130029,0.084125146,-0.5839499,-0.23120408,0.18181625,1.5685813,-0.09148719,-0.28010026,-0.80275166,1.7045451,0.5075191,-0.18873602,-0.5363347,0.9220818,0.39504784,-0.29803616,-0.46633518,1.059649,0.7539477,-0.32918,-0.21816355,0.9764402,0.47258678,-0.42972967,-0.8706896,1.3743871,0.8409325,-0.29656586,-0.44034433,0.97438204,0.8337509,-0.21164331,-0.43451962,1.0391083,0.5308397,-0.1421445,-0.6850389,1.1233803,0.11370672,0.14226429,-0.07414818,0.54191095,0.11187424,-0.18270308,0.019289328,0.29668725,0.76936275,-0.28142768,-0.5301508,0.94512063,0.29034668,-0.2679019,-0.17398444,2.0407803,-0.4292728,-0.2764964,0.25054428,1.9249653,-0.3896073,-0.3185432,-0.75000787,0.7241816
1,0.015838604,0.027243782,-0.006961223,0.011817138,-0.6345916,-0.011190906,0.30267176,1.2586716,0.5508144,-0.13486464,-1.405217,0.6032031,-0.32077405,0.14251386,-0.53601944,0.4504913,-0.16865224,0.045125913,-0.2262113,0.8994332,-0.3274486,0.0041801473,-0.631772,-0.44696552,-0.93494856,0.06673717,0.06265704,1.0752523,-0.51619506,0.0088624945,-0.7972127,1.1982768,-0.016477952,0.074218795,-0.57277507,0.4326058,-0.16028978,-0.02920172,-0.7519664,0.5253507,0.121185884,-0.028745702,-0.3717813,0.48291418,0.16381921,-0.21833111,-0.9044388,1.1999997,0.25205004,0.015012609,-0.5097706,0.41309953,0.23452269,0.10423416,-0.58570105,0.5153248,0.0786122,0.12103581,-0.9518273,0.6412875,-0.6307046,0.2243816,-0.34031117,0.15953176,-0.28232265,-0.029110769,-0.00027486123,-0.05215905,0.29091227,-0.032268547,-0.72215605,0.45315436,-0.2157166,0.0042055435,-0.11964704,1.7113565,-0.8128885,0.040280364,0.18480726,1.4578812,-0.529619,-0.027382776,-0.7220692,0.3040629
2,0.018399073,0.017257126,-0.019228041,-0.0018275608,-0.7994558,-0.18382996,0.83892655,0.62049824,0.35574853,-0.325578,-0.6665511,-0.2681347,-0.23626883,-0.068757765,0.2096133,-0.2520423,-0.29679656,-0.109181285,0.44598582,0.13667034,-0.3489241,-0.03683986,-0.024823304,-1.0628811,-1.1235135,-0.08950705,0.7851092,0.53008425,-0.6714824,-0.17515917,-0.16526234,0.4662919,-0.03633585,-0.08015803,0.16452675,-0.341402,-0.08537674,-0.13250515,-0.14558299,-0.48800454,0.02742163,-0.23604323,0.29645082,-0.33415392,0.0975617,-0.33704877,-0.39331013,0.78350025,0.21853048,-0.18433715,0.13344005,-0.41740572,0.21000892,-0.1558167,0.25571406,-0.30728427,0.07578318,-0.15391085,-0.18126823,-0.18301526,-0.6240563,0.13683277,0.80802476,-0.8890947,-0.37068516,-0.05467908,0.52515453,-0.7429037,0.23622824,-0.20985954,-0.048141643,-0.20856097,-0.13292113,-0.19217816,0.30120376,1.0161961,-0.9871795,-0.11625888,0.93239135,0.7817175,-0.5334157,-0.12739433,-0.22746375,-0.32340297
3,0.008234363,-0.0027565574,-0.030091241,-0.011201556,-0.34152246,-0.5882015,-0.36633977,1.5119264,0.13301541,-0.76658607,-1.6356814,0.031519387,0.14312291,-0.52469134,-1.813147,0.41968915,-0.10224427,-0.57803106,-1.025349,0.8379983,-0.19637823,-0.5972977,-1.3861351,-0.8079905,-0.7435657,-0.46067008,-0.7653222,1.0511241,-0.113629356,-0.6830203,-1.2712747,1.063282,0.18752453,-0.6172646,-1.7591412,0.16824257,0.33530152,-0.5853575,-1.4144742,-0.07260512,0.36040455,-0.6532849,-1.564021,0.16423473,1.0221235,-0.49443462,-1.6765546,1.2024213,0.6905723,-0.80462795,-1.8216721,-0.094442815,-0.043303635,-0.6379138,-1.0623012,0.7710144,-0.062085137,-0.48042157,-1.4369256,0.31168962,-0.081186876,-0.23799132,-0.69583833,-0.6689765,-0.46170837,-0.6385312,-1.1283599,-0.42609274,0.7238855,-0.39165422,-1.8133476,0.29707596,0.22593418,-0.61313885,-1.1405725,1.0928322,-0.49598202,-0.62911433,-0.8394481,1.4350398,-0.15369642,-0.69991267,-1.2133117,0.3438342
4,0.019899402,-0.0123429885,-0.049122114,0.00045915414,-0.6736161,0.14364728,-0.24172373,0.536537,0.058714636,-0.12227048,-1.6487957,-1.3813248,0.009513607,-0.07020131,-1.5383245,-0.79683006,-0.30816543,0.004761901,-0.8475862,-0.42582902,-0.3879228,-0.27408317,-1.0566506,-1.8205749,-1.0733261,-0.01698291,-0.54103667,-0.027144654,-0.33804372,-0.17333278,-1.33086,-0.2143454,0.021369964,-0.14596519,-1.6951003,-1.0578425,0.41866675,-0.16298065,-1.5319315,-1.6399934,0.21157323,-0.14731558,-1.5783436,-1.2771595,1.0697757,0.19706555,-1.744674,0.39810556,0.60088164,-0.29945445,-1.6854337,-1.3059267,-0.09523158,-0.109481566,-1.0979713,-0.44286266,-0.14171042,-0.03270372,-1.6092058,-1.0014014,-0.04180154,-0.03278989,-0.77850735,-2.6242578,-0.55782,-0.21035734,-0.7928156,-1.7176236,0.6390423,-0.0015144867,-1.6996391,-0.8992414,0.26336062,-0.0053694136,-1.2825259,-0.119468406,-0.7636169,-0.10896902,-0.6180349,0.38462737,-0.46817365,-0.21219173,-0.9866128,-0.9330803
5,0.016234193,0.019374967,0.0115487045,-0.004808876,-0.21089591,-1.2736745,1.2431414,0.9382489,-0.5357146,-1.1939862,0.44660714,-0.0013505779,-0.15717098,-1.0497801,0.86875755,0.35140356,0.0829555,-1.3063647,0.755097,0.33410576,0.04191747,-1.1384692,0.77535045,0.055328313,-0.3490081,-1.3207453,0.7932193,0.2700138,0.03266722,-1.4857361,0.79133,0.16038674,-0.12935832,-0.93375343,0.43897507,0.3274835,-0.031565968,-1.0901984,0.8891884,0.22346306,0.3659039,-0.97271156,0.4057073,0.056130607,0.1011322,-0.93327487,0.40686402,0.802006,0.035583854,-1.0700802,0.49675092,0.16814564,-0.06562634,-1.0647994,0.59879404,0.37672314,-0.07440325,-1.292826,0.85155654,0.042329445,-0.40910363,-0.69784266,0.8450405,-0.6401996,-0.2542669,-0.65418506,0.7092022,-0.27940604,0.08175753,-0.97229046,0.39168382,0.38843656,-0.27606142,-1.1991589,0.5049564,0.35023132,-0.118162885,-1.308254,0.6713071,0.27687976,-0.06479185,-1.2219474,0.7378977,-0.059634574
6,0.0087556485,0.007526865,-0.002811092,0.026075218,0.45827118,0.55854225,0.7154314,0.6371778,1.3599508,0.3224476,-0.70171016,-0.016450696,0.73270553,0.47685513,0.19758494,-0.36736748,0.5789866,0.53743696,0.2691464,0.05904157,0.36951822,0.36872333,0.039648797,-0.9123912,-0.29035372,0.32982752,0.4457603,0.41850147,0.24826653,0.5163053,-0.6136982,0.48101228,1.036979,0.5298898,0.15506612,-0.3019787,1.261682,0.329351,0.26959962,-0.14405988,1.0000734,0.38616902,0.275297,-0.123334214,0.87543076,0.28116444,-0.21527144,0.5256915,1.1715804,0.36571813,0.06887119,-0.25006142,1.1723697,0.4633891,0.23671502,0.20350468,1.3747126,0.44183767,-0.36791494,-0.13291413,1.2988831,0.49625152,0.53643316,-1.2106149,0.6180679,0.33247513,0.42780793,-1.0293517,0.98698974,0.3496712,-0.021032829,-0.31710503,1.0975437,0.53342885,0.40848196,0.67680913,0.15090588,0.4727372,0.7094061,0.7347275,-0.4428147,0.34037235,0.17054051,-0.3424548
7,0.0035803877,0.0062084906,-0.0020618653,-0.016605958,-0.47865218,0.39094126,0.41094282,0.39319676,0.20799707,0.3341788,-0.58920234,-1.0218261,0.029190617,0.52987313,-0.38931942,-0.3966001,0.107354105,0.43108553,-0.11717501,-0.26699588,0.16746835,0.435506,-0.6911659,-1.4959414,-0.887673,0.35377246,-0.18132743,-0.5248288,0.14734523,0.3830134,-0.9635942,-0.8510269,0.19029458,0.44852945,-0.56090444,-0.47549996,0.34582993,0.5338745,-0.6589611,-0.79036295,0.30348298,0.4862123,-0.58100855,-0.8489596,0.8911217,0.097138,-0.6196224,0.6768892,0.27239195,0.37872693,-0.59426427,-0.4712188,0.12181494,0.4424727,-0.28915152,-0.028759874,0.39464518,0.37471628,-0.786574,-0.9729291,-0.344103,0.47767073,-0.08767067,-1.6712451,-0.11213341,0.6613468,-0.36354312,-1.5103036,0.2935992,0.5383998,-0.63741773,-0.44796777,0.12380105,0.6369702,-0.6165239,-0.16469178,-0.15966617,0.39759183,-0.22928496,-0.35666952,-0.009731901,0.29667586,-0.3724953,-0.82337993
8,0.0026743757,0.004275536,-0.0074984124,0.014188666,0.4298815,-0.6352582,1.0957465,1.2161086,1.4850582,-0.77014244,0.524586,1.0782585,0.92020196,-0.7573879,1.0583935,0.9589755,0.78294873,-0.6555493,0.98357904,1.092967,0.78369325,-0.395231,0.6759623,0.08070025,0.13625759,-0.62519014,1.0750911,1.2779037,0.4071989,-0.7368164,0.38449168,1.4666147,1.1556085,-0.646338,1.1141773,0.87874544,1.2185518,-0.588334,0.95901865,0.88308305,1.2042046,-0.8046885,1.3026658,1.0394359,0.74953806,-0.59786975,0.15092288,1.1083611,1.4867084,-0.7798175,1.1698697,0.92412895,1.5422791,-0.72694916,1.2400156,0.8659366,1.4829291,-0.62031883,0.97037494,0.9497753,0.38447118,-0.5076739,1.8498282,1.0818878,0.56088126,-0.45193428,1.1782035,0.15679377,1.014519,-0.7469746,0.8456492,0.90582806,0.91518176,-0.7031742,0.8268803,1.6418042,0.30395314,-0.61717176,1.2806224,1.4819903,0.010926123,-0.7152922,0.321416,0.49413118
9,0.012558151,-0.005451233,-0.04200376,-0.01097176,-0.31365508,-0.2403773,-1.7156641,1.909759,0.20789231,-0.644081,-2.5811086,0.41607392,0.2350474,-0.2460544,-2.8476768,0.8598742,-0.08061488,-0.33549777,-2.001699,1.6543729,0.015193057,-0.44732717,-2.0561194,-0.3409347,-0.563305,-0.28701523,-2.042869,1.3760855,-0.15264732,-0.4506536,-2.358115,1.306424,0.31007522,-0.42744115,-2.5087516,0.751538,0.30780485,-0.2972593,-2.3166723,0.61861104,0.4195333,-0.47772908,-2.3642883,0.5040089,1.0711576,-0.2499769,-2.2864025,1.9884559,0.51973695,-0.62107664,-2.6755736,0.5712034,-0.040184107,-0.4151002,-1.8497555,1.0677881,0.08362501,-0.33322018,-2.3840146,0.5556285,0.32912633,-0.2022911,-1.7337923,0.061875332,-0.19483133,-0.46675685,-1.9222387,0.2354192,0.6962009,-0.211248,-2.5838945,0.61086434,0.35180545,-0.31100073,-2.0603266,1.6170758,-0.19463995,-0.38604584,-2.2195954,1.8683513,-0.364707,-0.39399618,-1.884315,1.1073097
